Fecha,Categoría,Región,Cliente,Ventas,Cantidad,Descuento,Subcategoría
2036-08-09,Panadería,Sucursal Sur,Cliente Ocasional,4209,13,15,Pan
2032-06-12,Lácteos,Sucursal Norte,Cliente Frecuente,3568,30,0,Quesos
2026-10-02,Alimentos,Sucursal Sur,Mayorista,3498,8,20,Congelados
2037-12-12,Alimentos,Sucursal Norte,Mayorista,3512,29,5,Congelados
2030-02-02,Lácteos,Sucursal Norte,Cliente Ocasional,3679,32,15,Leche
2032-06-09,Limpieza,Sucursal Norte,Mayorista,4003,18,10,Detergentes
2027-03-29,Bebidas,Sucursal Este,Cliente Frecuente,2402,46,20,Jugos
2028-07-13,Bebidas,Sucursal Centro,Cliente Frecuente,1717,31,20,Jugos
2024-08-26,Lácteos,Sucursal Oeste,Corporativo,3234,42,15,Quesos
2026-02-14,Alimentos,Sucursal Este,Corporativo,1902,23,10,Congelados
2036-06-17,Panadería,Sucursal Centro,Cliente Frecuente,3294,34,20,Pasteles
2033-02-16,Carnes,Sucursal Oeste,Mayorista,4700,3,10,Res
2037-01-21,Limpieza,Sucursal Oeste,Corporativo,4400,31,15,Desinfectantes
2028-09-08,Lácteos,Sucursal Este,Mayorista,3946,36,0,Yogurt
2037-12-24,Panadería,Sucursal Oeste,Corporativo,3064,46,20,Galletas
2027-10-14,Lácteos,Sucursal Sur,Mayorista,1005,32,10,Quesos
2037-09-15,Carnes,Sucursal Este,Corporativo,3802,20,0,Cerdo
2023-12-23,Carnes,Sucursal Oeste,Corporativo,1455,21,5,Pollo
2028-04-09,Lácteos,Sucursal Centro,Mayorista,3846,38,20,Leche
2036-10-04,Alimentos,Sucursal Oeste,Mayorista,875,3,5,Frescos
2035-12-03,Alimentos,Sucursal Sur,Mayorista,1079,43,20,Congelados
2028-06-20,Bebidas,Sucursal Sur,Cliente Ocasional,4082,28,5,Jugos
2037-05-10,Limpieza,Sucursal Norte,Mayorista,3860,17,15,Desinfectantes
2026-07-28,Lácteos,Sucursal Norte,Cliente Frecuente,2953,28,0,Yogurt
2035-08-22,Bebidas,Sucursal Este,Cliente Ocasional,951,44,5,Café
2022-03-28,Limpieza,Sucursal Sur,Mayorista,2173,43,0,Detergentes
2030-09-06,Panadería,Sucursal Norte,Mayorista,2316,39,5,Pan
2038-05-18,Alimentos,Sucursal Oeste,Cliente Frecuente,880,9,10,Enlatados
2022-06-19,Limpieza,Sucursal Centro,Cliente Ocasional,4937,44,10,Detergentes
2025-05-09,Carnes,Sucursal Sur,Cliente Frecuente,581,6,5,Cerdo
2031-09-09,Bebidas,Sucursal Centro,Cliente Frecuente,4178,27,20,Té
2026-05-18,Alimentos,Sucursal Sur,Cliente Ocasional,1095,45,20,Frescos
2024-07-01,Bebidas,Sucursal Este,Cliente Ocasional,2806,41,15,Café
2022-05-21,Alimentos,Sucursal Norte,Cliente Ocasional,1157,29,0,Frescos
2022-06-03,Carnes,Sucursal Centro,Corporativo,2648,10,0,Cerdo
2023-07-25,Carnes,Sucursal Sur,Corporativo,3849,41,20,Cerdo
2027-01-17,Alimentos,Sucursal Centro,Corporativo,569,47,20,Congelados
2023-08-08,Bebidas,Sucursal Centro,Cliente Frecuente,976,15,15,Café
2031-10-15,Bebidas,Sucursal Oeste,Cliente Frecuente,2230,31,20,Refrescos
2037-06-01,Carnes,Sucursal Oeste,Mayorista,3414,34,15,Pollo
2022-11-15,Alimentos,Sucursal Centro,Cliente Frecuente,3336,47,10,Congelados
2035-08-12,Limpieza,Sucursal Centro,Cliente Ocasional,4500,28,10,Detergentes
2033-04-08,Panadería,Sucursal Centro,Corporativo,4456,46,0,Pasteles
2031-02-17,Lácteos,Sucursal Centro,Corporativo,2552,19,10,Yogurt
2033-05-26,Carnes,Sucursal Norte,Corporativo,3932,3,0,Cerdo
2033-02-06,Carnes,Sucursal Norte,Corporativo,2777,28,10,Res
2027-06-17,Panadería,Sucursal Oeste,Cliente Ocasional,2951,33,5,Galletas
2031-07-29,Alimentos,Sucursal Centro,Cliente Frecuente,3731,24,0,Enlatados
2037-01-14,Alimentos,Sucursal Norte,Cliente Ocasional,4594,18,5,Congelados
2025-08-08,Alimentos,Sucursal Centro,Corporativo,2562,49,5,Congelados
2036-07-17,Alimentos,Sucursal Norte,Cliente Ocasional,803,20,0,Enlatados
2030-07-29,Bebidas,Sucursal Este,Corporativo,4622,46,10,Jugos
2032-08-07,Alimentos,Sucursal Sur,Mayorista,1300,44,20,Enlatados
2029-10-18,Panadería,Sucursal Oeste,Mayorista,4913,44,10,Pan
2029-12-21,Limpieza,Sucursal Centro,Corporativo,1521,3,0,Esponjas
2037-05-19,Limpieza,Sucursal Oeste,Cliente Frecuente,74,11,10,Detergentes
2022-08-17,Panadería,Sucursal Norte,Corporativo,4655,13,5,Galletas
2036-04-15,Bebidas,Sucursal Oeste,Cliente Ocasional,3038,48,20,Jugos
2027-12-03,Carnes,Sucursal Sur,Cliente Frecuente,294,24,10,Res
2022-07-05,Bebidas,Sucursal Este,Cliente Ocasional,1351,13,20,Té
2032-08-30,Carnes,Sucursal Centro,Corporativo,3341,37,20,Pescado
2025-05-12,Alimentos,Sucursal Sur,Cliente Ocasional,2055,29,10,Congelados
2026-03-22,Lácteos,Sucursal Oeste,Cliente Ocasional,4761,35,10,Leche
2031-05-01,Alimentos,Sucursal Sur,Cliente Frecuente,1844,2,20,Enlatados
2022-01-19,Carnes,Sucursal Centro,Cliente Ocasional,3643,14,5,Pescado
2026-02-21,Alimentos,Sucursal Este,Cliente Frecuente,401,13,0,Enlatados
2036-10-29,Bebidas,Sucursal Sur,Mayorista,1094,28,5,Jugos
2032-08-11,Bebidas,Sucursal Oeste,Corporativo,1739,24,0,Jugos
2029-05-20,Lácteos,Sucursal Norte,Corporativo,3493,4,10,Quesos
2034-09-22,Alimentos,Sucursal Este,Mayorista,77,13,20,Congelados
2022-10-06,Alimentos,Sucursal Oeste,Mayorista,2077,37,15,Congelados
2029-10-23,Limpieza,Sucursal Centro,Cliente Ocasional,2162,31,15,Esponjas
2027-01-12,Bebidas,Sucursal Este,Cliente Ocasional,1474,32,5,Café
2028-08-11,Limpieza,Sucursal Centro,Cliente Frecuente,4061,11,20,Desinfectantes
2027-04-28,Carnes,Sucursal Norte,Cliente Frecuente,4924,24,20,Pollo
2036-07-09,Carnes,Sucursal Este,Cliente Ocasional,2008,16,0,Res
2032-09-28,Panadería,Sucursal Sur,Cliente Ocasional,2751,14,5,Galletas
2030-08-19,Panadería,Sucursal Norte,Cliente Ocasional,1174,10,5,Galletas
2031-10-17,Carnes,Sucursal Oeste,Cliente Ocasional,3722,28,10,Pescado
2029-04-26,Alimentos,Sucursal Centro,Cliente Ocasional,3381,6,10,Frescos
2024-01-04,Panadería,Sucursal Norte,Corporativo,4034,45,20,Galletas
2026-02-01,Panadería,Sucursal Oeste,Mayorista,4163,25,5,Galletas
2024-02-13,Alimentos,Sucursal Oeste,Cliente Frecuente,3478,47,10,Congelados
2029-09-11,Panadería,Sucursal Sur,Corporativo,4124,31,0,Pan
2030-03-24,Panadería,Sucursal Oeste,Cliente Frecuente,3030,32,5,Pan
2030-07-06,Bebidas,Sucursal Oeste,Cliente Ocasional,4571,21,0,Café
2023-12-18,Lácteos,Sucursal Sur,Mayorista,2934,26,20,Leche
2028-12-23,Limpieza,Sucursal Centro,Cliente Ocasional,1753,4,15,Detergentes
2023-04-04,Carnes,Sucursal Norte,Mayorista,2542,28,10,Res
2025-08-27,Alimentos,Sucursal Centro,Mayorista,4374,39,10,Enlatados
2025-02-21,Lácteos,Sucursal Oeste,Cliente Frecuente,3179,30,15,Yogurt
2035-02-01,Lácteos,Sucursal Sur,Cliente Frecuente,1748,6,5,Leche
2023-01-14,Bebidas,Sucursal Norte,Cliente Ocasional,4920,41,5,Té
2037-10-04,Carnes,Sucursal Este,Corporativo,4278,21,0,Pollo
2035-11-17,Alimentos,Sucursal Sur,Mayorista,280,8,15,Congelados
2036-08-04,Lácteos,Sucursal Centro,Mayorista,1016,40,0,Yogurt
2029-03-15,Limpieza,Sucursal Norte,Mayorista,2481,40,15,Esponjas
2029-01-16,Bebidas,Sucursal Oeste,Mayorista,3263,20,20,Refrescos
2033-07-18,Bebidas,Sucursal Centro,Mayorista,1523,24,15,Jugos
2032-10-14,Lácteos,Sucursal Este,Cliente Frecuente,1106,25,10,Leche
2037-06-10,Bebidas,Sucursal Sur,Corporativo,1005,11,15,Jugos
2030-03-25,Lácteos,Sucursal Este,Corporativo,1190,11,20,Quesos
2023-06-04,Lácteos,Sucursal Centro,Corporativo,1223,30,0,Yogurt
2032-08-13,Alimentos,Sucursal Sur,Corporativo,443,15,20,Congelados
2035-06-14,Alimentos,Sucursal Este,Cliente Frecuente,2476,39,10,Enlatados
2028-03-14,Limpieza,Sucursal Norte,Cliente Ocasional,3608,47,20,Esponjas
2029-06-13,Carnes,Sucursal Centro,Mayorista,4755,37,20,Cerdo
2027-05-31,Carnes,Sucursal Este,Cliente Frecuente,1870,17,0,Pollo
2024-02-19,Carnes,Sucursal Oeste,Mayorista,1288,34,10,Pollo
2022-12-08,Bebidas,Sucursal Sur,Corporativo,3967,10,20,Jugos
2033-01-05,Panadería,Sucursal Centro,Cliente Ocasional,3126,32,20,Pan
2032-06-11,Panadería,Sucursal Sur,Mayorista,4440,10,10,Pan
2034-07-18,Limpieza,Sucursal Sur,Cliente Ocasional,1977,25,15,Esponjas
2035-03-01,Alimentos,Sucursal Este,Cliente Frecuente,3230,30,15,Congelados
2035-09-02,Lácteos,Sucursal Centro,Corporativo,1727,23,10,Leche
2027-02-08,Panadería,Sucursal Oeste,Mayorista,2266,22,5,Pasteles
2037-02-14,Lácteos,Sucursal Este,Cliente Frecuente,1663,27,15,Leche
2024-10-20,Limpieza,Sucursal Este,Corporativo,4303,41,0,Esponjas
2026-03-12,Lácteos,Sucursal Norte,Cliente Frecuente,4188,49,5,Yogurt
2035-12-15,Bebidas,Sucursal Centro,Cliente Frecuente,2500,9,15,Refrescos
2023-10-01,Limpieza,Sucursal Centro,Cliente Frecuente,2797,40,5,Detergentes
2022-03-15,Bebidas,Sucursal Sur,Corporativo,2611,7,20,Refrescos
2022-03-17,Lácteos,Sucursal Sur,Corporativo,4813,40,0,Quesos
2028-12-20,Carnes,Sucursal Sur,Corporativo,3824,17,20,Pollo
2024-03-06,Lácteos,Sucursal Sur,Cliente Ocasional,4321,28,10,Yogurt
2036-08-13,Carnes,Sucursal Sur,Cliente Frecuente,765,3,10,Pollo
2037-04-21,Alimentos,Sucursal Norte,Corporativo,2886,15,5,Enlatados
2029-02-06,Limpieza,Sucursal Oeste,Cliente Frecuente,383,11,15,Detergentes
2036-08-27,Bebidas,Sucursal Este,Corporativo,582,46,10,Refrescos
2028-11-28,Lácteos,Sucursal Oeste,Cliente Frecuente,3795,27,0,Quesos
2027-09-22,Carnes,Sucursal Norte,Mayorista,1539,8,15,Res
2025-09-04,Alimentos,Sucursal Centro,Cliente Frecuente,1011,22,15,Congelados
2024-10-07,Panadería,Sucursal Oeste,Mayorista,1854,13,20,Pasteles
2024-05-11,Carnes,Sucursal Este,Mayorista,4260,11,20,Pollo
2031-03-04,Carnes,Sucursal Sur,Mayorista,4124,18,10,Cerdo
2022-12-21,Panadería,Sucursal Oeste,Cliente Frecuente,2906,15,0,Pan
2031-11-30,Limpieza,Sucursal Este,Mayorista,1087,24,5,Esponjas
2035-05-31,Limpieza,Sucursal Centro,Cliente Frecuente,624,24,15,Desinfectantes
2035-04-25,Alimentos,Sucursal Oeste,Corporativo,2129,7,15,Frescos
2033-09-07,Bebidas,Sucursal Oeste,Corporativo,1964,34,20,Refrescos
2037-05-09,Limpieza,Sucursal Oeste,Cliente Ocasional,3187,4,20,Desinfectantes
2034-08-11,Lácteos,Sucursal Centro,Cliente Frecuente,3400,41,10,Yogurt
2037-07-24,Lácteos,Sucursal Sur,Corporativo,3376,46,0,Quesos
2037-12-08,Lácteos,Sucursal Norte,Cliente Frecuente,4662,23,5,Quesos
2027-06-26,Lácteos,Sucursal Norte,Cliente Ocasional,3542,26,10,Quesos
2036-12-05,Bebidas,Sucursal Centro,Corporativo,3965,17,15,Té
2024-01-30,Bebidas,Sucursal Sur,Cliente Frecuente,4626,37,15,Té
2030-08-19,Bebidas,Sucursal Este,Cliente Ocasional,1249,2,15,Jugos
2026-03-03,Limpieza,Sucursal Norte,Mayorista,153,47,0,Esponjas
2033-12-20,Carnes,Sucursal Este,Cliente Ocasional,1376,45,20,Res
2035-04-08,Panadería,Sucursal Este,Cliente Frecuente,1097,5,20,Pasteles
2031-11-20,Carnes,Sucursal Centro,Corporativo,4637,11,0,Cerdo
2032-11-06,Bebidas,Sucursal Sur,Cliente Frecuente,4306,23,20,Té
2030-11-15,Bebidas,Sucursal Este,Cliente Frecuente,4742,22,0,Refrescos
2030-08-20,Panadería,Sucursal Sur,Cliente Ocasional,1837,5,20,Galletas
2027-10-12,Alimentos,Sucursal Centro,Corporativo,1330,12,0,Congelados
2031-05-25,Limpieza,Sucursal Centro,Cliente Ocasional,3001,33,20,Desinfectantes
2030-02-13,Alimentos,Sucursal Centro,Cliente Ocasional,2782,36,20,Enlatados
2026-03-08,Lácteos,Sucursal Centro,Corporativo,2908,31,0,Quesos
2025-06-16,Carnes,Sucursal Centro,Cliente Frecuente,2376,43,5,Cerdo
2032-12-04,Lácteos,Sucursal Sur,Cliente Frecuente,3454,30,5,Leche
2037-11-21,Carnes,Sucursal Sur,Mayorista,3476,40,0,Res
2035-03-24,Lácteos,Sucursal Sur,Mayorista,3127,10,0,Yogurt
2030-04-11,Limpieza,Sucursal Centro,Cliente Frecuente,4504,18,5,Desinfectantes
2033-10-27,Alimentos,Sucursal Centro,Mayorista,4018,34,15,Congelados
2025-12-26,Carnes,Sucursal Centro,Cliente Frecuente,4474,10,15,Cerdo
2037-12-16,Limpieza,Sucursal Norte,Mayorista,3057,13,5,Detergentes
2033-07-04,Bebidas,Sucursal Oeste,Cliente Ocasional,1812,29,0,Jugos
2028-04-05,Alimentos,Sucursal Centro,Corporativo,3850,10,0,Enlatados
2037-06-28,Bebidas,Sucursal Este,Cliente Ocasional,3512,15,15,Café
2034-10-07,Alimentos,Sucursal Sur,Cliente Ocasional,724,7,0,Frescos
2030-07-09,Alimentos,Sucursal Centro,Cliente Ocasional,3582,32,15,Frescos
2035-08-11,Alimentos,Sucursal Norte,Cliente Ocasional,3000,9,15,Frescos
2025-12-04,Bebidas,Sucursal Sur,Mayorista,3594,31,5,Jugos
2023-04-29,Lácteos,Sucursal Norte,Mayorista,4742,35,5,Quesos
2026-11-25,Panadería,Sucursal Este,Mayorista,3248,40,0,Pasteles
2022-07-19,Alimentos,Sucursal Oeste,Mayorista,3411,9,5,Enlatados
2033-06-15,Limpieza,Sucursal Sur,Mayorista,884,6,5,Detergentes
2027-08-10,Panadería,Sucursal Centro,Mayorista,2015,34,20,Galletas
2026-07-12,Panadería,Sucursal Sur,Cliente Ocasional,2608,26,10,Pasteles
2036-07-10,Alimentos,Sucursal Sur,Cliente Ocasional,2994,18,15,Frescos
2035-06-07,Limpieza,Sucursal Norte,Cliente Frecuente,2475,22,5,Desinfectantes
2023-02-28,Bebidas,Sucursal Oeste,Mayorista,3795,44,15,Café
2022-12-22,Carnes,Sucursal Sur,Mayorista,2122,36,10,Res
2034-09-17,Carnes,Sucursal Sur,Corporativo,2530,14,15,Res
2035-01-13,Carnes,Sucursal Norte,Cliente Frecuente,2128,43,0,Pollo
2029-09-28,Carnes,Sucursal Sur,Cliente Ocasional,1452,34,10,Cerdo
2029-06-19,Limpieza,Sucursal Oeste,Mayorista,2899,19,10,Desinfectantes
2033-04-18,Lácteos,Sucursal Centro,Cliente Ocasional,350,45,10,Leche
2029-04-12,Panadería,Sucursal Centro,Corporativo,3519,3,20,Galletas
2032-06-26,Panadería,Sucursal Oeste,Mayorista,3490,7,0,Galletas
2036-10-08,Limpieza,Sucursal Sur,Cliente Frecuente,2277,15,0,Esponjas
2037-08-19,Panadería,Sucursal Centro,Mayorista,3894,24,5,Pasteles
2029-10-15,Bebidas,Sucursal Este,Cliente Ocasional,2435,17,15,Jugos
2031-09-22,Alimentos,Sucursal Sur,Cliente Frecuente,3876,41,15,Enlatados
2033-11-22,Carnes,Sucursal Sur,Cliente Frecuente,254,46,15,Pescado
2022-10-30,Alimentos,Sucursal Sur,Cliente Frecuente,700,2,20,Enlatados
2038-05-13,Panadería,Sucursal Centro,Mayorista,1082,7,20,Pasteles
2024-05-05,Limpieza,Sucursal Oeste,Mayorista,3784,46,10,Esponjas
2034-11-26,Carnes,Sucursal Oeste,Mayorista,1951,4,0,Cerdo
2027-11-07,Limpieza,Sucursal Oeste,Corporativo,4904,27,0,Detergentes
2034-02-19,Carnes,Sucursal Centro,Mayorista,2203,2,15,Pescado
2029-03-05,Panadería,Sucursal Este,Corporativo,1863,12,15,Pan
2028-07-07,Lácteos,Sucursal Sur,Corporativo,419,13,5,Yogurt
2034-07-13,Alimentos,Sucursal Sur,Cliente Frecuente,2225,29,10,Enlatados
2027-07-27,Carnes,Sucursal Sur,Corporativo,2077,2,5,Cerdo
2032-05-23,Panadería,Sucursal Sur,Cliente Ocasional,581,10,20,Pan
2035-09-01,Carnes,Sucursal Centro,Cliente Ocasional,4242,18,10,Res
2025-11-02,Limpieza,Sucursal Este,Corporativo,1534,22,0,Esponjas
2030-09-03,Carnes,Sucursal Oeste,Cliente Ocasional,1802,42,10,Pollo
2034-02-10,Lácteos,Sucursal Norte,Cliente Ocasional,2188,21,20,Yogurt
2034-02-28,Bebidas,Sucursal Este,Cliente Ocasional,1277,27,15,Café
2029-01-02,Limpieza,Sucursal Oeste,Corporativo,3737,8,0,Desinfectantes
2036-01-29,Carnes,Sucursal Centro,Corporativo,2709,24,10,Pollo
2024-05-24,Bebidas,Sucursal Sur,Cliente Ocasional,4161,7,10,Café
2023-11-07,Alimentos,Sucursal Norte,Mayorista,963,26,0,Frescos
2023-03-25,Lácteos,Sucursal Este,Cliente Ocasional,4152,31,0,Leche
2035-09-22,Alimentos,Sucursal Norte,Corporativo,3357,10,20,Congelados
2033-03-11,Panadería,Sucursal Este,Mayorista,3635,29,20,Pan
2038-03-27,Bebidas,Sucursal Este,Corporativo,310,20,0,Refrescos
2034-07-27,Bebidas,Sucursal Este,Corporativo,174,33,15,Jugos
2034-10-12,Bebidas,Sucursal Norte,Cliente Ocasional,3936,24,0,Té
2029-10-11,Bebidas,Sucursal Oeste,Cliente Ocasional,2208,2,0,Jugos
2035-02-23,Bebidas,Sucursal Este,Cliente Ocasional,3745,8,0,Café
2037-02-28,Alimentos,Sucursal Este,Corporativo,2678,26,5,Frescos
2027-01-26,Panadería,Sucursal Oeste,Corporativo,4233,49,15,Galletas
2033-07-01,Alimentos,Sucursal Norte,Cliente Ocasional,711,43,10,Congelados
2035-12-12,Carnes,Sucursal Oeste,Corporativo,2472,13,10,Pollo
2023-10-30,Alimentos,Sucursal Este,Mayorista,1729,11,10,Congelados
2030-07-16,Panadería,Sucursal Oeste,Cliente Frecuente,3598,48,0,Pan
2036-03-14,Limpieza,Sucursal Oeste,Corporativo,3893,3,10,Desinfectantes
2034-03-04,Alimentos,Sucursal Centro,Mayorista,2226,35,0,Frescos
2031-02-10,Limpieza,Sucursal Sur,Mayorista,4443,30,15,Esponjas
2033-02-22,Carnes,Sucursal Centro,Corporativo,4606,19,15,Pollo
2032-08-28,Alimentos,Sucursal Este,Mayorista,3147,41,0,Enlatados
2035-08-25,Panadería,Sucursal Norte,Mayorista,3546,25,5,Galletas
2032-06-17,Limpieza,Sucursal Este,Mayorista,3846,2,20,Esponjas
2028-04-24,Panadería,Sucursal Este,Cliente Ocasional,3118,1,15,Galletas
2024-03-27,Bebidas,Sucursal Norte,Corporativo,4816,8,10,Refrescos
2022-12-18,Panadería,Sucursal Oeste,Cliente Ocasional,566,15,10,Galletas
2032-05-27,Panadería,Sucursal Este,Cliente Frecuente,563,43,0,Galletas
2033-07-05,Lácteos,Sucursal Norte,Mayorista,2934,40,10,Yogurt
2028-05-10,Panadería,Sucursal Norte,Cliente Frecuente,2442,37,5,Galletas
2028-08-01,Alimentos,Sucursal Este,Cliente Ocasional,840,31,5,Enlatados
2033-08-28,Lácteos,Sucursal Este,Mayorista,646,2,15,Leche
2029-09-01,Limpieza,Sucursal Centro,Cliente Ocasional,1308,41,15,Detergentes
2035-05-05,Alimentos,Sucursal Sur,Cliente Frecuente,3230,39,15,Congelados
2032-10-06,Limpieza,Sucursal Oeste,Mayorista,3462,48,20,Detergentes
2032-09-17,Carnes,Sucursal Centro,Corporativo,2194,48,5,Res
2033-06-03,Alimentos,Sucursal Este,Cliente Ocasional,4206,24,15,Congelados
2032-04-20,Carnes,Sucursal Norte,Corporativo,3092,24,15,Pescado
2022-09-09,Carnes,Sucursal Norte,Mayorista,1037,11,5,Res
2027-02-08,Bebidas,Sucursal Sur,Cliente Frecuente,1556,8,20,Jugos
2036-04-24,Alimentos,Sucursal Este,Corporativo,1959,18,0,Enlatados
2032-04-07,Limpieza,Sucursal Sur,Corporativo,4671,49,0,Desinfectantes
2033-11-25,Limpieza,Sucursal Oeste,Cliente Frecuente,894,41,20,Esponjas
2022-03-02,Limpieza,Sucursal Sur,Mayorista,3940,44,0,Esponjas
2035-08-24,Bebidas,Sucursal Este,Mayorista,1580,31,5,Refrescos
2027-09-03,Lácteos,Sucursal Centro,Corporativo,1793,28,15,Leche
2034-12-03,Limpieza,Sucursal Este,Cliente Ocasional,2673,20,15,Desinfectantes
2034-11-20,Carnes,Sucursal Oeste,Cliente Frecuente,4117,28,15,Cerdo
2025-03-16,Bebidas,Sucursal Oeste,Cliente Frecuente,2490,24,0,Refrescos
2028-09-28,Alimentos,Sucursal Norte,Mayorista,1509,23,10,Congelados
2028-10-08,Limpieza,Sucursal Oeste,Cliente Frecuente,3872,39,5,Desinfectantes
2033-03-13,Bebidas,Sucursal Centro,Mayorista,3647,49,0,Jugos
2024-02-26,Panadería,Sucursal Sur,Cliente Frecuente,1056,4,10,Pasteles
2030-06-03,Alimentos,Sucursal Este,Cliente Ocasional,4479,7,5,Frescos
2028-11-09,Alimentos,Sucursal Centro,Mayorista,1649,38,10,Frescos
2038-05-07,Bebidas,Sucursal Este,Mayorista,3430,5,15,Café
2037-09-07,Alimentos,Sucursal Norte,Cliente Frecuente,75,47,5,Enlatados
2026-12-23,Alimentos,Sucursal Norte,Corporativo,289,44,20,Congelados
2034-10-14,Alimentos,Sucursal Sur,Cliente Ocasional,2442,9,0,Congelados
2034-05-16,Panadería,Sucursal Este,Mayorista,4832,21,0,Pan
2034-10-30,Lácteos,Sucursal Este,Cliente Frecuente,4349,38,20,Leche
2033-09-15,Lácteos,Sucursal Centro,Corporativo,3189,3,0,Yogurt
2029-01-02,Alimentos,Sucursal Sur,Corporativo,3732,40,10,Frescos
2027-04-27,Limpieza,Sucursal Centro,Mayorista,1070,4,20,Esponjas
2036-06-15,Panadería,Sucursal Oeste,Corporativo,2411,23,0,Pan
2024-12-29,Limpieza,Sucursal Este,Corporativo,1486,23,5,Esponjas
2036-05-17,Panadería,Sucursal Sur,Cliente Frecuente,950,3,10,Pasteles
2025-03-05,Bebidas,Sucursal Este,Cliente Frecuente,1351,29,5,Refrescos
2022-10-22,Carnes,Sucursal Sur,Cliente Ocasional,1179,37,5,Res
2027-01-17,Lácteos,Sucursal Centro,Cliente Ocasional,3642,42,0,Yogurt
2026-07-29,Alimentos,Sucursal Centro,Cliente Ocasional,3358,32,0,Congelados
2029-04-19,Lácteos,Sucursal Oeste,Corporativo,4816,45,20,Yogurt
2029-04-09,Bebidas,Sucursal Norte,Mayorista,2261,33,20,Refrescos
2026-03-17,Bebidas,Sucursal Oeste,Cliente Frecuente,3305,12,20,Jugos
2025-08-25,Bebidas,Sucursal Norte,Cliente Frecuente,4980,42,15,Té
2035-08-07,Bebidas,Sucursal Oeste,Cliente Frecuente,4834,21,20,Té
2023-11-23,Carnes,Sucursal Oeste,Mayorista,3852,48,0,Res
2031-03-30,Lácteos,Sucursal Este,Cliente Ocasional,3165,4,20,Quesos
2033-03-17,Lácteos,Sucursal Norte,Corporativo,4649,3,10,Yogurt
2025-06-24,Lácteos,Sucursal Centro,Corporativo,933,20,0,Leche
2025-06-19,Carnes,Sucursal Norte,Cliente Ocasional,765,13,15,Cerdo
2024-09-06,Limpieza,Sucursal Centro,Mayorista,3682,2,15,Desinfectantes
2023-03-18,Alimentos,Sucursal Norte,Cliente Frecuente,2906,31,15,Enlatados
2022-07-15,Lácteos,Sucursal Centro,Mayorista,2973,40,15,Quesos
2038-04-13,Limpieza,Sucursal Sur,Mayorista,3065,31,5,Desinfectantes
2030-04-14,Lácteos,Sucursal Sur,Mayorista,75,40,10,Yogurt
2025-05-09,Lácteos,Sucursal Oeste,Cliente Frecuente,509,20,15,Yogurt
2028-06-02,Lácteos,Sucursal Este,Corporativo,4411,33,20,Leche
2028-08-01,Lácteos,Sucursal Norte,Mayorista,1925,27,5,Leche
2031-06-18,Panadería,Sucursal Este,Cliente Frecuente,2502,30,0,Pasteles
2033-04-25,Limpieza,Sucursal Norte,Cliente Frecuente,3188,32,20,Esponjas
2035-03-31,Panadería,Sucursal Oeste,Mayorista,3834,41,10,Pan
2026-07-14,Alimentos,Sucursal Sur,Cliente Ocasional,2083,32,20,Congelados
2032-01-06,Panadería,Sucursal Este,Mayorista,3201,25,20,Pasteles
2035-06-04,Bebidas,Sucursal Norte,Corporativo,2676,40,20,Té
2027-01-19,Limpieza,Sucursal Sur,Mayorista,2674,48,10,Detergentes
2023-01-02,Alimentos,Sucursal Oeste,Mayorista,3925,12,20,Congelados
2032-01-09,Limpieza,Sucursal Centro,Mayorista,4560,37,10,Detergentes
2027-09-16,Limpieza,Sucursal Sur,Cliente Frecuente,1621,41,20,Desinfectantes
2032-09-15,Carnes,Sucursal Norte,Mayorista,2252,38,20,Cerdo
2024-08-23,Alimentos,Sucursal Norte,Cliente Ocasional,1816,18,10,Congelados
2025-10-22,Alimentos,Sucursal Este,Mayorista,1571,33,0,Enlatados
2034-09-07,Carnes,Sucursal Centro,Cliente Frecuente,3562,49,5,Res
2032-01-06,Carnes,Sucursal Este,Cliente Ocasional,3754,38,20,Cerdo
2026-02-02,Bebidas,Sucursal Centro,Mayorista,4198,36,10,Jugos
2023-09-29,Lácteos,Sucursal Centro,Cliente Frecuente,3327,25,15,Yogurt
2023-03-24,Carnes,Sucursal Oeste,Corporativo,3992,33,10,Res
2032-10-17,Bebidas,Sucursal Sur,Mayorista,4781,38,15,Jugos
2033-06-14,Bebidas,Sucursal Norte,Cliente Ocasional,779,31,5,Jugos
2022-06-27,Alimentos,Sucursal Este,Cliente Ocasional,1132,39,20,Frescos
2028-06-07,Limpieza,Sucursal Oeste,Cliente Frecuente,479,30,0,Esponjas
2027-02-09,Limpieza,Sucursal Sur,Cliente Ocasional,2022,12,20,Esponjas
2036-02-02,Carnes,Sucursal Norte,Cliente Frecuente,3569,38,20,Res
2034-10-05,Panadería,Sucursal Sur,Cliente Ocasional,4205,44,0,Pan
2025-11-08,Lácteos,Sucursal Centro,Cliente Ocasional,3054,42,20,Quesos
2034-12-14,Limpieza,Sucursal Oeste,Cliente Ocasional,376,42,15,Desinfectantes
2037-05-01,Lácteos,Sucursal Este,Mayorista,2418,28,10,Quesos
2034-03-05,Panadería,Sucursal Norte,Corporativo,2792,35,20,Pan
2033-01-24,Carnes,Sucursal Centro,Corporativo,4273,21,10,Pescado
2037-09-07,Alimentos,Sucursal Oeste,Cliente Ocasional,661,40,5,Enlatados
2026-03-02,Bebidas,Sucursal Sur,Cliente Frecuente,1584,7,20,Refrescos
